id,member_id,loan_amnt,funded_amnt,term,apr,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_name,emp_length,emp_status,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,addr_city,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_loan_delinq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec_gt_100,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,mths_since_oldest_il_open,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt
"4176308","5318609","28800.0","23975.0","60","17.67","15.31","4.15","0.45","689.85","C","C2","Novo Nordisk","4 years","Employed","MORTGAGE","130000.0","FALSE","04-04-2013 13:01:48","04-18-2013 13:05:34","04-04-2013 13:05:34","04-04-2013 12:47:06"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4176308","  Borrower added on 04/04/13 > debt consolidation<br>","Debt consolidation","Debt","FLUSHING","NY","","0","4","1233","50.0","91.3","12.71","0","0.0","06-22-1998 12:47:06","695","699","0","30"," ","10"," ","30","20","2","14","0","0","44855","19147.0","45.9","14200","37","29664","95","31","30","f","04-04-2013 14:00:00","0","0","0","0","0","null","14","1","10","221364","177798","12700","14","2","4","97","0","0","0","4","107","4","180","14","41700","4","12","0",
"3730072","4722986","8750.0","3925.0","36","14.99","12.12","3.20","0.70","291.13","B","B3","The Imprint Source LLC","3 years","Employed","MORTGAGE","90000.0","FALSE","04-06-2013 14:22:35","04-20-2013 14:25:13","04-06-2013 18:00:48","04-06-2013 13:44:08"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3730072"," ","Credit card refinancing","Credit Card Payoff","HUNTINGDON","PA","","0","5","3191","60.0","81.7","10.49","0","0.0","12-08-1989 12:44:08","675","679","0","46"," ","8"," ","46","15","3","12","0","0","23145","19872.0","65.2","17400","22","11729"," ","16"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","12","3","8","42229","23145","2315","10","5","6","95","0","0","0","3","284","8","163","8","30500","8","11","0",
"4245271","5417480","8000.0","3100.0","36","18.99","15.31","4.15","0.70","278.54","C","C2","","n/a","Other","RENT","28000.0","FALSE","04-06-2013 16:15:45","04-20-2013 16:23:58","04-06-2013 18:00:48","04-06-2013 11:52:09"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245271"," ","Debt consolidation","Debt consolidation loan ","Newton ","NJ","","0","3","4283","50.0","59.3","24.6","0","0.0","05-08-2007 11:52:09","695","699","0"," "," "," "," "," ","5","0","8","0","0","23389","8055.0","45.2","10519","19","22357","72","11"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","8","2","5","40176","23389","2924","6","4","4","100","0","0","0","8","72","6","65","5","17819","6","7","0",
"4234618","5406778","28000.0","23000.0","60","25.84","23.28","8.51","0.47","793.85","F","F2","Premier Transportation","4 years","Employed","MORTGAGE","65000.0","FALSE","04-05-2013 07:06:12","04-19-2013 07:24:15","04-05-2013 10:00:42","04-05-2013 07:01:57"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4234618"," ","Credit card refinancing","reinvestment","WINDSOR LOCKS","CT","","0","6","2260","60.0","78.1","31.74","2","0.0","09-07-1995 07:01:57","680","684","2","16"," ","2"," ","79","62","1","18","0","0","82725","19736.0","68.5","10300","43","73940"," ","28","79","f","04-05-2013 10:00:00","0","1","0","0","0","20","18","4","1","102740","82725","4596","18","5","5","90","1","0","0","14","128","10","138","1","28800","10","13","0",
"4234814","5406999","24000.0","18925.0","60","10.21","8.90","1.75","0.42","497.04","A","A5","Mahoning County Engineer's Office","5 years","Employed","MORTGAGE","99114.0","FALSE","04-05-2013 12:42:00","04-19-2013 12:52:02","04-05-2013 14:00:42","04-05-2013 12:32:34"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4234814"," ","Home buying","Investment Property for College Savings","Windham","OH","","0","2","18483","0.0","33.5","8.08","0","0.0","09-16-1999 12:32:34","790","794","2"," "," ","2"," "," ","17","5","14","0","0","48871","9317.0","29.3","27800","34","54159","156","17"," ","f","04-05-2013 14:00:00","0","0","0","0","0","null","14","0","13","193959","147448","13404","8","2","5","100","0","0","0","12","163","2","165","17","31800","2","9","0",
"4167219","5309575","24375.0","19250.0","60","15.42","13.11","3.50","0.44","555.98","B","B4","Dana Corp","10+ years","Employed","OWN","54500.0","FALSE","04-04-2013 12:52:42","04-18-2013 13:22:32","04-04-2013 13:22:32","04-04-2013 12:45:40"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4167219","  Borrower added on 04/04/13 > Investment Property<br>","Home buying","Home loan","holly","MI","","0","0","35277","0.0","17.0","7.75","0","0.0","02-17-1999 11:45:40","755","759","1","44"," ","0"," "," ","69","1","5","0","0","15802","7223.0","17.0","42500","9","14179","83","5"," ","w","04-05-2013 02:00:00","0","0","0","0","0","null","5","0","26","131679","71579","14316","5","1","3","88","0","0","0","3","168","1","157","69","42500","1","3","0",
"4166610","5308917","9750.0","4600.0","36","25.81","21.98","7.60","0.72","372.26","E","E4","","n/a","Other","RENT","30000.0","FALSE","04-06-2013 15:05:32","04-20-2013 15:08:26","04-06-2013 18:00:48","04-03-2013 15:09:53"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4166610"," ","Other","personal","Wheeling","IL","","0","3","432","75.0","92.3","6.56","0","0.0","04-15-2005 15:09:53","665","669","1"," "," ","4"," "," ","10","0","6","0","0","5368","5368.0","89.5","5600","7","0"," ","7"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","6","2","5","6000","5368","1074","6","4","5","100","0","0","0","0"," ","5","97","5","6000","5","6","0",
"4176694","5319019","15000.0","9700.0","60","14.41","12.12","3.20","0.44","334.58","B","B3","Millennium","10+ years","Employed","MORTGAGE","50000.0","FALSE","04-05-2013 19:11:42","04-19-2013 19:16:29","04-06-2013 06:01:35","04-03-2013 18:23:09"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4176694"," ","Home improvement","Home improvement","SPRINGFIELD","IL","","0","3","8175","0.0","39.9","12.86","0","0.0","09-29-1996 18:23:09","775","779","0"," "," ","15"," "," ","16","0","6","0","0","17722","8391.0","36.2","13600","10","12328","150","8"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","6","0","15","35528","17722","2954","4","3","3","100","0","0","0","2","150","5","201","16","23200","5","5","0",
"4245146","5417339","15825.0","10325.0","36","13.99","11.14","2.80","0.70","519.15","B","B2","HHH Executive Sedan Service","2 years","Employed","OWN","60000.0","FALSE","04-06-2013 07:50:09","04-20-2013 07:57:23","04-06-2013 10:00:51","04-06-2013 07:43:40"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245146"," ","Debt consolidation","Debt Payoff Family","Alexandria","VA","","0","3","19033","0.0","46.5","11.19","0","0.0","09-01-2002 07:43:40","710","714","1"," "," ","6"," "," ","8","0","10","0","0","27522","18171.0","44.8","35600","12","20500"," ","11"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","10","2","8","61100","27522","3058","9","6","8","100","0","0","0","1","54","7","129","8","40600","7","9","0",
"4225106","5397305","16400.0","10700.0","36","13.99","11.14","2.80","0.70","538.01","B","B2","Comcast","4 years","Employed","MORTGAGE","47000.0","FALSE","04-06-2013 06:50:56","04-20-2013 06:58:05","04-06-2013 10:00:51","04-06-2013 06:47:06"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225106"," ","Credit card refinancing","Moneys","LONDONDERRY","NH","","0","6","16763","25.0","37.5","16.01","0","0.0","11-09-2006 05:47:06","700","704","1"," "," ","6"," "," ","23","1","10","0","0","21395","14656.0","44.7","26800","20","11474","13","16"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","10","2","6","207220","183318","20369","11","2","4","100","0","0","0","3","35","4","78","6","32800","4","7","0",
"4224965","5397142","16675.0","10875.0","60","25.84","23.28","8.51","0.47","472.77","F","F2","Tom Thumb","2 years","Employed","RENT","40000.0","FALSE","04-05-2013 16:48:38","04-19-2013 16:54:02","04-05-2013 18:00:47","04-05-2013 16:48:17"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224965"," ","Debt consolidation","Loan","Panama City beach","FL","","0","7","6408","33.3","49.5","32.92","1","0.0","12-30-1996 15:48:17","660","664","1","13"," ","5"," ","13","16","0","19","0","0","45364","18506.0","60.3","12700","39","30463","122","32"," ","f","04-05-2013 18:00:00","0","1","0","0","0","65","19","2","1","61163","45364","2520","15","5","7","94","0","0","0","6","122","13","198","1","30700","13","17","0",
"4214904","5387078","17850.0","11975.0","60","24.00","21.49","7.35","0.46","487.84","E","E3","Meyer Decorative Surfaces","1 year","Employed","RENT","39712.0","FALSE","04-05-2013 14:50:57","04-19-2013 14:56:05","04-05-2013 18:00:47","03-18-2013 16:57:31"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4214904"," ","Debt consolidation","Debt Consolidation","Holly Springs","NC","","0","0","122","100.0","98.6","21.52","0","0.0","07-24-2000 16:57:31","715","719","1"," "," ","6"," "," ","82","0","8","0","0","31741","8878.0","88.8","9000","15","37047","126","7"," ","w","04-06-2013 06:00:00","0","0","0","0","0","null","8","0","35","47047","31741","4534","5","3","4","100","0","0","0","8","126","3","154","54","10000","3","5","0",
"4245410","5417628","8000.0","1750.0","36","12.99","10.16","2.30","0.69","258.74","B","B1","D&D Technologies","6 years","Employed","RENT","43000.0","FALSE","04-06-2013 17:16:33","04-20-2013 17:23:14","04-06-2013 18:00:48","04-06-2013 17:11:27"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245410"," ","Credit card refinancing","Credit Card Refin","LONG BEACH","CA","","0","1","18326","75.0","44.1","26.51","0","0.0","06-29-1997 17:11:27","705","709","0","70"," ","12","70"," ","22","0","13","0","0","43586","15938.0","36.6","32800","25","34888"," ","15"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","13","0","22","78388","43586","3632","11","4","5","96","0","0","0","10","117","6","192","22","43500","6","8","0",
"3706743","4679219","22250.0","15975.0","36","17.99","14.33","3.85","0.70","764.03","C","C1","Brooks Plastering Inc.","10+ years","Employed","MORTGAGE","50000.0","FALSE","04-05-2013 14:06:31","04-19-2013 14:24:11","04-05-2013 18:00:47","03-10-2013 12:07:59"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3706743"," ","Debt consolidation","Consolidation Loan","SPRINGFIELD","MO","","0","3","12230","60.0","63.4","31.16","1","0.0","04-23-1999 12:07:59","695","699","1","15"," ","5"," ","15","21","4","11","0","0","31124","24528.0","62.3","33400","18","36046","58","10","15","f","04-05-2013 18:00:00","0","0","0","0","0","null","11","2","5","170446","124242","12424","6","4","5","94","0","0","0","4","124","6","147","5","39400","6","8","0",
"4215376","5387593","10000.0","3725.0","36","22.24","18.49","5.55","0.71","363.99","D","D2","Family Dollar","2 years","Employed","RENT","39000.0","FALSE","04-06-2013 16:04:19","04-20-2013 16:15:53","04-06-2013 18:00:48","04-06-2013 16:03:36"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215376"," ","Debt consolidation","loan to reduce debt","Dearing","GA","","0","4","3137","50.0","31.8","21.63","0","0.0","10-08-1995 16:03:36","670","674","0","34"," ","9","34","34","1","0","8","1","0","18906","8187.0","53.5","4600","13","22089"," ","10"," ","f","04-06-2013 18:00:00","0","1","0","0","0","34","8","3","1","37389","18906","2701","3","2","2","84","0","0","0","2","116","5","213","1","15300","5","6","1989",
"3703551","4846972","30000.0","23675.0","60","19.68","17.27","4.95","0.45","749.94","C","C5","Law Office of John Mark McDonald","1 year","Employed","MORTGAGE","90000.0","FALSE","04-04-2013 12:58:31","04-18-2013 13:01:25","04-04-2013 13:01:25","04-01-2013 13:58:14"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3703551"," ","Debt consolidation","startup cost","CHURCH HILL","MD","","0","5","43058","20.0","44.5","8.89","0","0.0","02-09-2000 12:58:14","715","719","4"," "," ","1"," "," ","9","5","8","0","0","34542","34542.0","41.0","77600","24","0","125","15"," ","f","04-04-2013 14:00:00","0","0","0","0","0","null","8","2","9","84300","34542","4318","11","5","5","100","0","0","0","4","140","5","160","9","84300","5","8","0",
"4224632","5396789","25500.0","19175.0","60","17.67","15.31","4.15","0.45","610.81","C","C2","","n/a","Other","MORTGAGE","93500.0","FALSE","04-05-2013 07:22:21","04-19-2013 07:25:16","04-05-2013 10:00:42","04-05-2013 07:21:17"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224632"," ","Credit card refinancing","CC REPAYMENTS","UNIONDALE","NY","","0","6","11872","36.4","59.3","10.27","0","0.0","01-01-1991 06:21:17","700","704","0"," "," ","9"," "," ","7","1","17","0","0","32672","22428.0","49.5","29200","22","19653","67","19"," ","f","04-05-2013 10:00:00","0","0","0","0","0","null","17","3","7","64953","32672","1922","11","10","11","100","0","0","0","2","67","13","271","7","45300","14","16","0",
"4115283","5257508","8925.0","2475.0","60","18.67","16.29","4.70","0.45","218.42","C","C4","Caesars Entertainment/RIO","< 1 year","Employed","MORTGAGE","55000.0","FALSE","04-05-2013 19:14:16","04-19-2013 19:27:56","04-06-2013 06:01:35","04-02-2013 08:21:21"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4115283"," ","Debt consolidation","Consol CC","LAS VEGAS","NV","","0","3","1017","100.0","89.1","10.73","0","0.0","08-31-1990 08:21:21","695","699","1"," "," ","6"," "," ","6","1","8","0","0","11379","8948.0","61.7","9300","14","14115","275","7"," ","w","04-06-2013 18:00:00","0","0","0","0","0","null","8","1","6","130147","109032","13629","5","4","4","100","0","0","0","6","275","5","143","6","14500","5","6","0",
"4244595","5416748","25000.0","18300.0","60","15.42","13.11","3.50","0.44","570.24","B","B4","opa opa brewing co","8 years","Employed","MORTGAGE","125000.0","FALSE","04-05-2013 06:04:14","04-19-2013 06:13:40","04-05-2013 10:00:42","04-05-2013 06:02:46"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4244595","  Borrower added on 04/05/13 > cut my credit card debt please<br>","Credit card refinancing","cc refinance","SOUTHAMPTON","MA","","0","1","46912","20.0","42.7","8.0","1","0.0","07-05-1990 06:02:46","700","704","0","17"," ","7"," ","17","56","4","14","0","0","34751","34751.0","40.4","81663","26","0","87","20","17","f","04-05-2013 10:00:00","0","0","0","0","0","null","14","1","7","349963","297107","21222","14","7","10","100","0","0","0","2","87","7","277","56","85963","7","13","0",
"4244929","5417101","25000.0","18225.0","60","26.20","23.63","8.79","0.47","713.85","F","F3","","8 years","Self-employed","RENT","75000.0","FALSE","04-05-2013 15:38:51","04-19-2013 15:44:56","04-05-2013 18:00:47","04-05-2013 15:36:53"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4244929"," ","Moving and relocation","Moving and relocation","MC NEIL","TX","","0","1","8709","83.3","49.7","22.29","0","0.0","10-12-1994 15:36:53","710","714","1"," "," ","5"," "," ","58","0","13","0","0","120292","8591.0","49.7","17300","33","138887","81","8"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","13","1","10","156187","120292","9253","8","6","6","100","0","0","0","25","209","6","225","58","17300","6","6","0",
"4155291","5297508","20000.0","13075.0","36","17.99","14.33","3.85","0.70","686.77","C","C1","Sharp Chula Vista Medical Center","6 years","Employed","RENT","66000.0","FALSE","04-05-2013 18:04:46","04-19-2013 18:16:26","04-06-2013 06:01:35","04-05-2013 18:04:26"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4155291"," ","Debt consolidation","sunshine","Imperial Beach","CA","","0","1","7912","75.0","79.3","21.76","1","0.0","11-11-1994 17:04:26","675","679","0","16"," ","7"," ","16","70","0","9","0","0","39719","30481.0","77.2","38300","20","15117","224","13"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","9","0","15","54617","39719","6620","8","4","5","90","0","0","0","7","224","5","174","70","39500","5","8","0",
"4197419","5339817","10000.0","2950.0","36","16.99","14.09","3.70","0.70","342.22","B","B5","State of Ohio","6 years","Employed","MORTGAGE","52000.0","FALSE","04-06-2013 15:25:12","04-20-2013 15:48:05","04-06-2013 18:00:48","04-06-2013 15:19:03"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4197419"," ","Credit card refinancing","billloan","COLUMBUS","OH","","0","3","5426","66.7","77.2","15.09","0","0.0","12-07-1995 14:19:03","675","679","1"," "," ","0"," "," ","6","2","12","1","0","46538","19717.0","63.0","23800","26","23064","32","21"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","12","2","6","180562","166424","13869","16","5","6","100","0","0","0","3","78","7","211","6","31300","7","10","724",
"4235270","5407497","12000.0","4900.0","60","18.17","15.80","4.40","0.45","290.55","C","C3","Providence School Departmemt","9 years","Employed","MORTGAGE","70000.0","FALSE","04-06-2013 11:49:28","04-20-2013 11:55:16","04-06-2013 14:00:44","04-06-2013 11:47:16"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235270"," ","Debt consolidation","debt consolidation","WARWICK","RI","","0","4","17919","50.0","53.6","15.82","0","0.0","07-19-1999 11:47:16","680","684","0","49"," ","7","49"," ","9","6","15","0","0","40944","26751.0","53.8","38600","35","18564"," ","21"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","15","3","6","214401","183959","13140","14","5","7","97","0","0","0","7","114","8","136","9","49700","8","11","0",
"4225046","5397230","10000.0","2700.0","36","19.49","15.80","4.40","0.70","350.59","C","C3","Imperium Grays harbor","2 years","Employed","RENT","49000.0","FALSE","04-05-2013 20:48:20","04-19-2013 20:59:42","04-06-2013 06:01:35","04-05-2013 20:37:19"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225046"," ","Debt consolidation","Buckys Bucks","ABERDEEN","WA","","0","4","9698","50.0","62.0","24.02","1","0.0","08-24-1969 20:37:19","680","684","1","8"," ","1"," ","8","22","0","13","0","0","41652","17050.0","62.5","25500","21","26885"," ","8","8","w","04-06-2013 18:00:00","0","0","0","0","0","null","13","0","19","54185","41652","3204","5","3","4","95","0","0","0","13","126","6","531","19","27300","6","7","0",
"4254968","5427153","16800.0","8875.0","60","20.19","17.77","5.30","0.45","424.52","D","D1","","n/a","Other","OWN","68000.0","FALSE","04-05-2013 15:22:27","04-19-2013 15:29:07","04-05-2013 18:00:48","04-05-2013 15:21:03"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4254968"," ","Debt consolidation","Debt consolidation","rockingham","NC","","0","3","4080","33.3","60.4","3.0","0","0.0","12-28-1985 14:21:03","675","679","0","33","9","12","47","57","12","0","4","2","2","6220","6220.0","56.0","10300","17","0"," ","13","57","f","04-05-2013 18:00:00","0","0","0","0","2","null","4","1","12","11100","6220","1555","11","3","3","82","0","0","0","4","118","3","332","12","11100","3","4","0",
"4235411","5407655","11000.0","3050.0","36","19.99","16.29","4.70","0.71","388.31","C","C4","Thyssenkrupp Elevator","7 years","Employed","RENT","45000.0","FALSE","04-06-2013 16:51:45","04-20-2013 16:58:40","04-06-2013 18:00:48","04-06-2013 16:50:00"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235411"," ","Credit card refinancing","Payoff","GRESHAM","OR","","0","5","4997","0.0","50.0","22.4","0","0.0","10-27-1997 15:50:00","675","679","1","53","48","1"," ","53","11","0","11","2","1","10413","6153.0","51.3","10000","31","11820"," ","22","53","f","04-06-2013 18:00:00","1","3","0","0","0","55","11","2","4","23820","10413","1157","12","4","6","84","0","0","0","9","183","5","188","4","12000","5","9","0",
"4245144","5417336","20000.0","12050.0","36","21.50","17.77","5.30","0.71","720.75","D","D1","ortho rite","10+ years","Employed","RENT","65000.0","FALSE","04-06-2013 07:36:21","04-20-2013 07:46:17","04-06-2013 10:00:51","04-06-2013 07:35:09"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245144"," ","Credit card refinancing","neno","greenwich","CT","","0","2","2167","37.5","70.3","20.46","8","0.0","09-15-2005 07:35:09","660","664","0","10"," ","8","51","44","20","0","13","0","0","20849","6851.0","50.7","7300","29","27965"," ","17","44","f","04-06-2013 10:00:00","0","9","0","0","0","10","13","1","10","41465","20849","1737","13","7","8","60","8","0","0","11","87","8","92","20","13500","8","11","0",
"3643065","4595872","10000.0","2000.0","36","13.99","11.14","2.80","0.70","328.06","B","B2","aslihan inc","10+ years","Employed","RENT","60000.0","FALSE","04-06-2013 15:27:50","04-20-2013 15:37:29","04-06-2013 18:00:48","04-06-2013 15:26:34"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3643065"," ","Debt consolidation","pay off credit cards","WHIPPANY","NJ","","0","2","8963","20.0","66.8","24.58","0","0.0","07-25-1992 15:26:34","710","714","0"," "," ","15"," "," ","14","0","9","0","0","39921","18037.0","66.8","27000","23","22971","15","14"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","9","0","14","57612","39921","4990","13","5","6","100","0","0","0","6","142","5","250","14","27000","5","6","0",
"3382479","4235651","21600.0","13575.0","36","18.99","15.31","4.15","0.70","752.06","C","C2","Pratt Paper / JM&A Trucking LLC","5 years","Employed","OWN","275000.0","FALSE","04-06-2013 07:08:48","04-20-2013 07:20:25","04-06-2013 10:00:51","04-04-2013 14:19:33"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3382479"," ","Business","capital truck start up # 2","Shreveport","LA","","0","5","5574","0.0","7.1","15.46","0","0.0","01-04-1996 13:19:33","790","794","2"," "," ","0"," "," ","6","4","10","0","0","92699","426.0","7.1","6000","18","145853","14","6"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","10","2","2","383853","314808","34979","5","1","1","100","0","0","0","8","112","1","210","6","6000","1","2","0",
"2309018","2741508","15800.0","7700.0","60","18.17","15.80","4.40","0.45","382.55","C","C3","The Falcon Group","7 years","Employed","OWN","60000.0","FALSE","04-05-2013 10:38:40","04-19-2013 10:42:18","04-05-2013 14:00:42","04-05-2013 10:21:58"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=2309018"," ","Debt consolidation","Free","FREEHOLD","NJ","","0","3","7038","66.7","81.9","27.18","0","0.0","08-23-1992 10:21:58","705","709","1"," "," ","4"," "," ","57","0","11","0","0","57764","38482.0","76.1","38900","34","24247","19","31"," ","w","04-06-2013 02:00:00","0","0","0","0","0","null","11","1","4","74847","57764","6418","11","3","3","100","0","0","0","2","115","7","251","4","50600","7","10","0",
"4195779","5338038","11500.0","3375.0","36","9.98","7.90","1.55","0.68","359.84","A","A4","Cablevision","< 1 year","Employed","MORTGAGE","33000.0","FALSE","04-06-2013 12:53:46","04-20-2013 13:16:07","04-06-2013 14:00:44","04-06-2013 09:43:18"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4195779"," ","Debt consolidation","Medical and Dental bills","hillside","NJ","","0","5","29848","0.0","9.4","3.24","0","0.0","10-27-1997 08:43:18","805","809","1"," "," ","6"," "," ","3","1","11","0","0","3427","3427.0","7.8","32932","32","0","156","27"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","11","3","3","188826","124793","13866","14","3","5","100","0","0","0","3","168","4","188","3","43732","4","10","0",
"4255369","5427589","15000.0","6775.0","36","13.99","11.14","2.80","0.70","492.08","B","B2","","n/a","Other","MORTGAGE","60000.0","FALSE","04-06-2013 13:35:15","04-20-2013 13:40:39","04-06-2013 14:00:44","04-06-2013 13:33:35"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255369"," ","Debt consolidation","2013","Hemet","CA","","0","2","1402","80.0","90.5","10.08","0","0.0","01-09-2001 12:33:35","700","704","0"," "," ","7"," "," ","76","3","9","0","0","15454","15454.0","63.6","14800","20","0","81","11"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","9","2","1","375900","340713","37857","7","5","5","100","0","0","0","6","149","8","114","1","24300","8","8","104",
"3944720","5036871","20000.0","11775.0","60","17.67","15.31","4.15","0.45","479.06","C","C2","EVM INC.","10+ years","Employed","MORTGAGE","53000.0","FALSE","04-05-2013 15:16:15","04-19-2013 15:27:42","04-05-2013 18:00:47","03-28-2013 06:01:57"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3944720"," ","Credit card refinancing","Freedom Loan","TWO RIVERS","WI","","0","0","19160","0.0","52.2","17.71","0","0.0","10-04-1994 06:01:57","710","714","0","74"," "," "," ","74","42","1","7","0","0","24485","24485.0","50.8","40100","17","0","166","13","74","f","04-05-2013 18:00:00","0","0","0","0","0","null","7","0","42","165500","129996","18571","11","4","4","94","0","0","0","3","166","6","225","42","48200","6","6","0",
"4105068","5237293","18950.0","10725.0","36","15.99","13.11","3.50","0.70","639.51","B","B4","Bush Ross P.A.","8 years","Employed","MORTGAGE","53000.0","FALSE","04-06-2013 06:24:06","04-20-2013 06:27:16","04-06-2013 10:00:51","04-06-2013 06:17:39"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4105068"," ","Credit card refinancing","Rosary","SAFETY HARBOR","FL","","0","2","305","100.0","98.3","16.48","0","0.0","01-30-1997 05:17:39","705","709","1"," "," ","2"," "," ","14","4","6","0","0","27762","17986.0","88.6","18291","16","11000"," ","9"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","6","1","9","101657","95184","19037","4","2","2","100","0","0","0","2","119","2","197","14","20291","2","4","0",
"4234960","5407151","24250.0","16025.0","36","17.99","14.33","3.85","0.70","832.7","C","C1","poospatuck smoke shop","10+ years","Employed","MORTGAGE","55000.0","FALSE","04-05-2013 16:18:23","04-19-2013 16:27:21","04-05-2013 18:00:47","04-05-2013 16:13:50"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4234960"," ","Debt consolidation","cleanup","MASTIC","NY","","0","0","1889","33.3","82.0","6.89","0","0.0","09-14-2005 16:13:50","685","689","1"," "," ","6"," "," ","44","0","4","0","0","13364","13364.0","85.7","10500","9","0"," ","8"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","4","0","44","15600","13364","3341","7","3","3","100","0","0","0","1","76","4","92","44","15600","4","4","0",
